,Address,Walk_Score,Transit_Score,Bike_Score
1758,"3080 S Franklin St, Denver, CO 80210",37,36,54
1759,"1048 Lakes Rd, Monroe, NY 10950",8,0,22
1760,"7011 14th Ave APT 1B, Brooklyn, NY 11228",0,88,0
1761,"4130 Fillmore Ln, Davenport, IA 52806",44,0,34
1762,"924 Helen St, Sioux City, IA 51105",18,16,27
1763,"619 Beyer Way UNIT 803, San Diego, CA 92154",63,43,44
1764,"9740 Route Uns #4, Whitehall, NY 12887",0,0,0
1765,"4221 Corte Favor, San Diego, CA 92130",73,0,48
1766,"5699 Walnut Ridge Dr, Des Moines, IA 50317",8,0,21
1767,"5391 Bragg St, San Diego, CA 92122",10,11,11
1768,"5656 La Jolla Blvd #4, La Jolla, CA 92037",73,32,48
1769,"29011 Abbey Grove Ln, Katy, TX 77494",1,0,25
1770,"4112 Menlo Ave, San Diego, CA 92105",95,54,63
1771,"2144 Rio Guacimal Ct, San Jose, CA 95116",68,52,50
1772,"1606 Eight Donax Dr, San Diego, CA 92154",48,52,54
1773,"2066 Manzana Way, San Diego, CA 92139",15,38,7
1774,"4768 Vine St, Denver, CO 80216",57,35,80
1775,"1373 Mercado Way, San Jose, CA 95131",31,52,57
1776,"529 Moonvine Way, New Braunfels, TX 78130",10,0,27
1777,"5252 Balboa Arms Dr UNIT 141, San Diego, CA 92117",73,39,62
1778,"3142 Laurashawn Ln, Escondido, CA 92026",2,0,20
1779,"1366 N Garfield St APT 303, Denver, CO 80206",86,54,82
1780,"0 E Church St, Panora, IA 50216",38,0,47
1781,"2027 Cecelia Ter, San Diego, CA 92110",30,37,26
1782,"590 E 3rd St APT MA, Mount Vernon, NY 10553",75,50,34
1783,"3517 Monticello Ave, Waterloo, IA 50701",32,23,33
1784,"8892 E 24th Pl UNIT 104, Denver, CO 80238",53,44,72
1785,"47 Trail Of The Hemlocks, Putnam Valley, NY 10579",0,0,0
1786,"128124 W Heck Rd, Prosser, WA 99350",1,0,18
1787,"540 Olympic View Dr, Coupeville, WA 98239",0,0,0
1788,"461 Ocean View Ave, Encinitas, CA 92024",41,34,38
1789,"7133 38th Ave SW, Seattle, WA 98126",60,48,41
1790,"14 13th St, Holbrook, NY 11741",55,0,45
1791,"506 N Richland St, Richland, IA 52585",25,0,40
1792,"3534 Wellsprings Dr, San Antonio, TX 78230",46,35,38
1793,"25631 Sinclair Ave, Allison, IA 50602",0,0,26
1794,"1054 Yarwood Ct, San Jose, CA 95128",47,41,48
1795,"4135 N 36th St, Tacoma, WA 98407",51,0,63
1796,"3322 Remington Way, San Jose, CA 95148",32,29,37
1797,"1975 N Grant St UNIT 327, Denver, CO 80203",93,80,98
1798,"8825 Lassie Ln, San Diego, CA 92123",63,30,49
1799,"271 E Townline Rd, West Nyack, NY 10994",4,0,23
1800,"6550 Ponto Dr SPACE 75, Carlsbad, CA 92011",34,33,54
1801,"16634 San Salvador Rd, San Diego, CA 92128",46,34,39
1802,"28 McLain St LOT 1, Mount Kisco, NY 10549",30,0,14
1803,"1450 Albion St APT 104, Denver, CO 80220",90,56,83
1804,"2607 Wardlow Ave, San Diego, CA 92154",17,43,30
1805,"4899 S Dudley St #3, Denver, CO 80232",69,34,55
1806,"1624 W Hayes Ave, Alton, TX 78573",5,0,26
1807,"805 S Glencoe St, Denver, CO 80246",57,46,79
1808,"1136 Tamarack Trl, Iowa City, IA 52245",3,19,43
1809,"3008 Loving Ave, Fort Worth, TX 76106",51,27,46
1810,"15 W Dravus St, Seattle, WA 98119",77,65,79
1811,"4910 Old Cliffs Rd #1/2, San Diego, CA 92120",20,15,25
1812,"503 S 46th St, San Diego, CA 92113",70,50,48
1813,"131 Archer Ridge Rd, Allyn, WA 98524",34,0,28
1814,"5085 Quitman St, Denver, CO 80212",45,29,58
1815,"1311 River Oaks Dr, Flower Mound, TX 75028",32,0,36
1816,"Monarch Plan, Mountain Crest",0,0,0
1817,"601 Lincoln Ave, West Hempstead, NY 11552",54,38,48
1818,"4835 W 29th Ave, Denver, CO 80212",58,40,62
1819,"0 Mitchell Rd, Peru, NY 12972",0,0,19
1820,"5220 Beeler St, Denver, CO 80238",26,33,61
1821,"7142 Cassidy Ct LOT 207, Victor, NY 14564",14,0,18
1822,"Plan 3Y Plan, Marquee",0,0,0
1823,"2221 W Center Ave, Denver, CO 80223",61,43,53
1824,"1340 Syracuse St, Denver, CO 80220",63,53,64
1825,"305 Foote St, Sidney, IA 51652",30,0,24
1826,"408 E 144th St, Bronx, NY 10454",95,99,79
1827,"10025 Powell Ave, Johnston, IA 50131",6,0,40
1828,"115 Edgeburt Dr, Encinitas, CA 92024",57,26,44
1829,"1425 14th St SW, Puyallup, WA 98371",16,0,5
1830,"7485 Fossil Ridge Dr, Frisco, TX 75034",28,0,35
1831,"1625 Larimer St APT 1808, Denver, CO 80202",94,90,91
1832,"271 N Newbridge Rd #D2, Levittown, NY 11756",58,0,0
1833,"3141 W 38th Ave, Denver, CO 80211",78,44,81
1834,"16309 E Broad Ave, Spokane, WA 99216",5,22,19
1835,"10485 Evening View Dr, Fort Worth, TX 76131",4,0,26
1836,"11011 Tempo Lake Dr SE #82, Olympia, WA 98513",0,0,13
1837,"3128 Loma Verde Dr APT 417, San Jose, CA 95117",85,42,76
1838,"1314 NW Beechwood St, Ankeny, IA 50023",16,0,49
1839,"571 Giraudo Dr, San Jose, CA 95111",19,37,32
1840,"408 Cedar Branch Dr, League City, TX 77573",37,0,0
1841,"740 Julian St, Denver, CO 80204",57,57,82
1842,"4625 Old Pond Dr, Plano, TX 75024",19,22,53
1843,"8516 196th St SW APT 215, Edmonds, WA 98026",41,29,0
1844,"4710 Clear Creek Rd, Dallas, TX 75232",54,40,36
1845,"395 Highway 395, Escondido, CA 92026",2,0,0
1846,"102 S Walnut St, Winfield, IA 52659",36,0,39
1847,"122 24th St, Del Mar, CA 92014",41,0,54
1848,"9530 E Florida Ave UNIT 2004, Denver, CO 80247",45,39,44
1849,"13831 123rd Ave NE #19-5, Lake Stevens, WA 98258",0,0,0
1850,"2250 Orange Grove Pl, Escondido, CA 92027",0,0,0
1851,"17284 Reflections Cir, San Diego, CA 92127",0,13,11
1852,"1301 E 9th Ave APT 102, Denver, CO 80218",77,44,97
1853,"5931 E 6th Avenue Pkwy, Denver, CO 80220",52,41,66
1854,"1695 170th St, Sioux City, IA 51106",0,0,2
1855,"1006 Wallin Farms Cv, Hutto, TX 78634",11,0,30
1856,"2547 Krameria St, Denver, CO 80207",54,43,73
1857,"3820 Sue Ln NW, Cedar Rapids, IA 52405",55,25,58
1858,"129 Obrian St, Goose Lake, IA 52750",24,0,32
1859,"933 NW 52nd St #B, Seattle, WA 98107",91,55,98
1860,"Primrose Plan, The Alpine Collection at Altaira at High Point",14,18,37
1861,"4582 E Bails Pl, Denver, CO 80222",69,57,61
1862,"1082 Adare Pass, Marion, IA 52302",2,0,25
1863,"921 Summerfield Pl, Escondido, CA 92027",11,34,0
1864,"1199 Pacific Hwy UNIT 1503, San Diego, CA 92101",88,79,80
1865,"4382 Sagebrush Cir, Manlius, NY 13104",1,0,0
1866,"459 Pinefield Rd, San Jose, CA 95134",1,32,55
1867,"1020 15th St APT 31G, Denver, CO 80202",92,89,93
1868,"1020 15th St APT 7C, Denver, CO 80202",92,89,93
1869,"2603 N 3rd St, Clinton, IA 52732",54,19,56
1870,"3220 S Woodlawn Dr, Spokane, WA 99206",36,0,0
1871,"2300 E Valley Pkwy SPACE 48, Escondido, CA 92027",62,36,63
1872,"885 N 14th St #1, San Jose, CA 95112",78,52,76
1873,"325 Russell Slade Blvd, Coralville, IA 52241",14,27,20
1874,"515 Morris Ave S, Renton, WA 98057",93,58,62
1875,"73 Worth St APT 4D, New York, NY 10013",0,100,0
1876,"4219 39th St, San Diego, CA 92105",91,56,58
1877,"5827 NE 80th Ct, Vancouver, WA 98662",29,20,62
1878,"700 N Washington St APT 807, Denver, CO 80203",91,49,89
1879,"40 Falconcrest Ln, Orchard Park, NY 14127",4,0,28
1880,"5410 N Madison St, Spokane, WA 99205",53,41,49
1881,"3228 Gulf Castle Dr, Crystal Beach, TX 77650",0,0,25
1882,"LOT 4 Seventeen Matthews Ct, Bettendorf, IA 52722",49,0,45
1883,"Cimarron Trl UNIT 5, Bridgeport, TX 76426",34,0,0
1884,"16 Edgewood Dr, Sidney, NY 13838",17,0,0
1885,"7545 Charmant Dr #1306, San Diego, CA 92122",70,62,70
1886,"3756 Cottage Reserve Rd NE, Solon, IA 52333",3,0,8
1887,"17 W 64th St APT 9-B, New York, NY 10023",0,100,0
1888,"62 Raphael Dr, Washougal, WA 98671",0,0,0
1889,"231 31st Street Dr SE, Cedar Rapids, IA 52403",52,23,44
1890,"101 Mills Dr, Anna, TX 75409",19,0,30
1891,"1060 7th Ave, Wellman, IA 52356",35,0,31
1892,"Plan 5 Plan, Solmar",0,0,0
1893,"4250 Wyandot St, Denver, CO 80211",82,45,79
1894,"907 County Road 2304, Sulphur Springs, TX 75482",0,0,25
1895,"3109 Emerald St, Bedford, TX 76021",46,0,43
1896,"848 202nd St, Jefferson, IA 50129",0,0,44
1897,"2509 Amy Ave, Rowlett, TX 75088",28,0,30
1898,"540 S Forest St #104, Denver, CO 80246",74,42,88
1899,"526 S 9th St, Burlington, IA 52601",76,16,50
1900,"12404 NE 104th Way, Vancouver, WA 98686",12,27,44
1901,"4043 Peninsula Dr, Carlsbad, CA 92010",10,18,0
1902,"1863 Wazee St APT 1G, Denver, CO 80202",92,94,92
1903,"210 Chateau La Salle Dr #210, San Jose, CA 95111",47,41,46
1904,"2504 Bancroft St, San Diego, CA 92104",67,33,51
1905,"Available Soon Plan, Lotus at 3 Roots",28,12,20
1906,"84 6th St, Verplanck, NY 10596",17,0,0
1907,"100 W 18th St APT 8D, New York, NY 10011",0,100,0
1908,"23 Vernon Ave, Mount Vernon, NY 10553",70,51,0
1909,"88 E San Fernando St UNIT 504, San Jose, CA 95113",98,70,92
1910,"699 N Vulcan Ave SPACE 7, Encinitas, CA 92024",59,0,0
1911,"Hayden Plan, Painted Woods West",0,0,11
1912,"4232 158th St, Flushing, NY 11358",93,75,62
1913,"1604 Hawthorne St, El Paso, TX 79902",69,45,43
1914,"1063 Villa Maria Ct, San Jose, CA 95125",67,52,96
1915,"689 Waveland Dr, Marion, IA 52302",4,0,26
1916,"915 Forrestal Dr, Arlington, TX 76010",65,0,52
1917,"541 County Road 3420, Bridgeport, TX 76426",0,0,0
1918,"638 N San Pedro St, San Jose, CA 95110",80,64,93
1919,"Tealight 4 Plan, Tealight Portfolio at Central Park",0,0,19
1920,"The Silver Sage Plan, Kipling Park West: Single Family Homes",52,27,67
1921,"0 E Ancram Rd, Ancram, NY 12502",0,0,16
1922,"Plan 2 Plan, Marquee",0,0,0
1923,"1305 N 14th St, Fort Dodge, IA 50501",11,21,27
1924,"74 Lovall Ave, Jamestown, NY 14701",43,0,55
1925,"0 Turnberry Dr, Norwalk, IA 50211",44,0,61
1926,"4276 El Cajon Blvd, San Diego, CA 92105",89,56,58
1927,"2420 Potomac Dr, Houston, TX 77057",67,46,56
1928,"Amber 2BR Plan, Ashworth Acres",0,0,0
1929,"1666 Ulster St, Denver, CO 80220",60,54,70
1930,"1876 S Adams St, Denver, CO 80210",66,54,78
1931,"2034 Mendocino Blvd, San Diego, CA 92107",68,28,51
1932,"817 Highland St, Ridgefield, WA 98642",48,0,23
1933,"Croydon Plan, Green Valley Ranch",60,32,57
1934,"7157 N Audubon Dr, Spokane, WA 99208",20,29,18
1935,"3587 S Hudson St, Denver, CO 80237",68,57,53
1936,"957 Mount Loretta Ave, Dubuque, IA 52003",29,19,24
1937,"445 W 21st Ave, Spokane, WA 99203",32,36,34
1938,"42 Old Troy Rd, East Greenbush, NY 12061",24,0,10
1939,"1511 Regent St, Niskayuna, NY 12309",59,0,0
1940,"17014 SE 264th St, Covington, WA 98042",24,0,40
1941,"151 La Varona Pl, Escondido, CA 92025",15,33,9
1942,"6550 Ponto Dr SPACE 122, Carlsbad, CA 92011",34,33,54
1943,"9383 Angwin Pl, San Diego, CA 92123",33,27,46
1944,"2335 20th St SW, Mason City, IA 50401",24,0,57
1945,"131 Crooked Trl, Middle Grove, NY 12850",0,0,25
1946,"6013 Rio Grande Ave, Midland, TX 79707",2,0,26
1947,"1112 Tennant Way UNIT 223, Longview, WA 98632",55,25,0
1948,"10539 Caminito Pollo, San Diego, CA 92126",49,38,52
1949,"809 NE 180th St, Shoreline, WA 98155",59,37,57
1950,"4558 Silva Ave, San Jose, CA 95118",62,30,61
1951,"832 Piccard Ave, San Diego, CA 92154",40,39,60
1952,"21 Vinton St, Long Beach, NY 11561",66,0,0
1953,"The Bryce (375) Plan, Turner's Crossing - Americana Collection",0,0,17
1954,"3017 Fox Run, Des Moines, IA 50321",10,17,30
1955,"103 Road 662, Dayton, TX 77535",65,0,46
1956,"35 Nautilus Dr, Hampton Bays, NY 11946",5,0,0
1957,"4738-4738 College Ave #40, San Diego, CA 92115",0,0,0
1958,"29 Yerry Hill Rd, Woodstock, NY 12498",20,0,0
1959,"2041 E Grand Ave UNIT 55, Escondido, CA 92027",61,36,69
1960,"3280 Hubbard St, Paris, TX 75460",52,0,43
1961,"Neuville Plan, 36 West: Single Family Homes",0,0,0
1962,"Telluride Plan, Kipling Park West: Paired Homes",52,27,67
1963,"4917 Esther Dr, San Jose, CA 95124",38,35,46
1964,"4605 S Yosemite St UNIT 28, Denver, CO 80237",57,44,68
1965,"2558 Navarra Dr UNIT F, Carlsbad, CA 92009",9,12,0
1966,"1809 Willowhaven Rd, Encinitas, CA 92024",19,27,19
1967,"10402 Hazelhurst Dr, Houston, TX 77043",42,38,64
1968,"0 Mountain Loop Hwy, Granite Falls, WA 98252",0,0,0
1969,"9 & 11 Gerald Ave, Lakewood, NY 14750",20,0,39
1970,"1814 Arlington Ave, Des Moines, IA 50314",57,32,55
1971,"1884 Lendee Dr, Escondido, CA 92025",9,13,32
1972,"3 Remington Ln, Houston, TX 77005",66,42,0
1973,"418 Grey Ghost Ave, San Jose, CA 95111",32,30,38
1974,"383 N 17th St, San Jose, CA 95112",68,53,90
1975,"901 S York St, Denver, CO 80209",70,37,75
1976,"6088 Montgomery Ct, San Jose, CA 95135",15,20,30
1977,"187 Hardenburgh Rd, Ulster Park, NY 12487",0,0,10
1978,"212 S Houston Ave, East Wenatchee, WA 98802",45,0,42
1979,"4640 Massachusetts St, San Diego, CA 92116",50,53,38
1980,"4795 State Highway 23, Norwich, NY 13815",28,0,31
1981,"1140 N Cherokee St UNIT 801, Denver, CO 80204",96,75,98
1982,"2713 Cameron Way, Mesquite, TX 75181",10,0,0
1983,"235 Woodhurst Dr, Coppell, TX 75019",37,0,35
1984,"311 Main St, Union, IA 50258",26,0,28
1985,"520 Lisa Ln #520, San Jose, CA 95134",0,0,0
1986,"4540 60th St UNIT 305, San Diego, CA 92115",85,55,41
1987,"Villa 5 Plan, Villa Portfolio at Central Park",0,15,37
1988,"10513 Sweetwater Creek Dr, Cleveland, TX 77328",0,0,25
1989,"2760 S Perry St, Denver, CO 80236",17,36,41
1990,"145 County Road 201, Sargent, TX 77414",0,0,25
1991,"2912 Tammy Cir, Orange, TX 77630",0,0,25
1992,"1056 N Marion St APT 202, Denver, CO 80218",83,55,97
1993,"Plan Windsor Plan, Creekside",0,0,0
1994,"Available Soon Plan, Paradise Park Phase 2",0,0,25
1995,"1880-1880 S Garfield St #1886, Denver, CO 80210",62,58,80
1996,"500 W Harbor Dr UNIT 1010, San Diego, CA 92101",91,78,86
1997,"1606 Eagle Ridge Dr, Corinth, TX 76210",5,0,19
1998,"County Road 2454, Pittsburg, TX 75686",56,0,47
1999,"5526 Encina Dr, San Diego, CA 92114",29,44,29
2000,"5085 Quitman St, Denver, CO 80212",45,29,58
2001,"2522 183rd Ave NE, Redmond, WA 98052",7,23,29
2002,"105 W 13th St APT 15B, New York, NY 10011",0,100,0
2003,"438 W 49th St APT 3B, New York, NY 10019",99,100,80
2004,"212 Foothill Ln, Camano Island, WA 98282",12,0,26
2005,"837 E 17th Ave APT 3F, Denver, CO 80218",92,71,96
2006,"1255 San Dieguito Dr, Encinitas, CA 92024",81,34,43
2007,"5300 Meridian Ave, San Jose, CA 95118",66,30,55
2008,"2110 NW Pleasant St, Ankeny, IA 50023",55,0,42
2009,"7875 Hemingway Ave, San Diego, CA 92120",32,23,25
2010,"602 W Washington Blvd, Washington, IA 52353",67,0,60
2011,"149-30 88th St #5M, Howard Beach, NY 11414",87,74,53
2012,"4600 Sage Rd, Warsaw, NY 14569",4,0,7
2013,"109 Hubbell St, Canandaigua, NY 14424",61,0,0
2014,"1420 24th St UNIT 15, Denver, CO 80205",96,75,99
2015,"121 Kunkel Point Rd, Gloversville, NY 12078",3,0,15
2016,"34 Pine Hill Dr, Greenwood Lake, NY 10925",52,0,0
2017,"850 S 3rd St, San Jose, CA 95112",85,55,93
2018,"13219 Jasper Ln, Cypress, TX 77429",47,0,41
2019,"26415 170th Ave SE, Covington, WA 98042",36,0,0
2020,"4770 N Vine St, Denver, CO 80216",57,41,80
2021,"2240 Canal Dr, Bay City, TX 77414",0,0,24
2022,"150 Senter Rd, San Jose, CA 95111",71,52,50
2023,"1050 Essex St #1, San Antonio, TX 78210",95,56,64
2024,"1561 Vaquero Gln, Escondido, CA 92026",3,15,6
2025,"336 S 37th St, San Diego, CA 92113",60,51,39
2026,"Plan 1X Plan, Marquee",0,0,0
2027,"404 Cardinal Ave, Winlock, WA 98596",38,0,28
2028,"629 Forward St, La Jolla, CA 92037",80,33,54
2029,"2782 Unicornio St, Carlsbad, CA 92009",24,0,23
2030,"1142 Cherryview Ln, San Jose, CA 95118",72,41,65
2031,"8 9th Ave N, Texas City, TX 77590",45,0,0
2032,"2631 Yerba Vista Ct, San Jose, CA 95121",24,29,46
2033,"743 S Quivas St, Denver, CO 80223",58,49,52
2034,"2270 24th Ave, Marion, IA 52302",17,0,34
2035,"7321 E Patricia St, Pt Orchard, WA 98366",16,0,0
2036,"606 G Ave NW, Cedar Rapids, IA 52405",45,24,59
2037,"15500 N Tradewind Dr UNIT 3, Spirit Lake, IA 51360",3,0,0
2038,"1702 Valdes Dr, La Jolla, CA 92037",37,0,29
2039,"4105 Kings Ct, Carnation, WA 98014",65,0,53
2040,"Plan 1 Plan, Marquee",0,0,0
2041,"0 State Route 23, Pitcher, NY 13136",17,0,40
2042,"15730 Walkwood Dr, Houston, TX 77079",29,31,50
2043,"4050-4054 36th St, San Diego, CA 92104",91,55,68
2044,"23896 Midland Trl, Dallas Center, IA 50063",0,0,2
2045,"2815 S Monroe St, Spokane, WA 99203",14,27,63
2046,"17 Chicago Ave, Yakima, WA 98902",82,34,57
2047,"1410 Madrona Beach Rd NW, Olympia, WA 98502",1,0,0
2048,"2125 S Saint Paul St, Denver, CO 80210",66,52,82
2049,"987 Hymettus Ave, Encinitas, CA 92024",54,27,39
2050,"123 N 25th St, San Jose, CA 95116",87,53,68
2051,"36 Woodland Ave, Manorville, NY 11949",3,0,0
2052,"1206 Howard Rd, Storm Lake, IA 50588",0,0,29
2053,"12385 Nacido Dr, San Diego, CA 92128",19,24,17
2054,"442 Don Del Monico Ct, San Jose, CA 95123",50,43,63
2055,"3002 S Holly Pl, Denver, CO 80222",51,54,65
2056,"1410 Hunter Dr, Norwalk, IA 50211",10,0,20
2057,"1050 County Route 49, Winthrop, NY 13697",0,0,1
2058,"529 Longwood Dr NE, Cedar Rapids, IA 52402",48,0,0
2059,"379 Washington St, San Jose, CA 95112",71,62,95
2060,"10209 Powell Ave, Johnston, IA 50131",6,0,40
2061,"5229 Alpha Dr, The Colony, TX 75056",44,0,49
2062,"617 S 12th St, Fort Dodge, IA 50501",67,0,0
2063,"15194 Fargo Dr, Chandler, TX 75758",0,0,22
2064,"107-07 80th St, Ozone Park, NY 11417",0,82,0
2065,"0 Jesmond Dr, Escondido, CA 92026",0,0,6
2066,"800 E Edison Ave, Des Moines, IA 50315",56,24,69
2067,"982 22nd Ave, Coralville, IA 52241",51,0,0
2068,"433 S Rusk St, De Leon, TX 76444",48,0,0
2069,"11405 E 42nd Ct, Spokane, WA 99206",25,0,25
2070,"11660 Cadwell Rd, Bliss, NY 14024",0,0,2
2071,"2685 S Norman Ct, Denver, CO 80224",58,41,78
2072,"12513 Falls Ct, Willis, TX 77318",37,0,30
2073,"2109 Golden Arrow Dr, Flower Mound, TX 75028",43,0,41
2074,"26-26 Hendricks Rd, Bolton Landing, NY 12814",4,0,0
2075,"4062 Valeta St UNIT 348, San Diego, CA 92110",62,39,48
2076,"4790 Vine St, Denver, CO 80216",59,35,72
2077,"8728 Christa Dr NE, Olympia, WA 98516",11,16,0
2078,"4607 Willow St, Bellaire, TX 77401",46,42,46
2079,"510 Camino De La Reina UNIT 333, San Diego, CA 92108",53,55,77
2080,"3217 Blue Mountain Dr, San Jose, CA 95127",30,32,43
2081,"1970 Jobes Ct, Alvin, TX 77511",10,0,0
2082,"527 McLaughlin Ave #310, San Jose, CA 95116",54,48,77
2083,"522 Lee St, Cedar Hill, TX 75104",39,0,38
2084,"4711 Indian Trl #4, Baytown, TX 77521",0,0,0
2085,"Nelson Way, Escondido, CA 92082",0,0,0
2086,"115 Marjorie Ln #1, Middleburgh, NY 12122",36,0,0
2087,"Plan 1 Plan, Asana at 3Roots",28,12,20
2088,"1604 Elm St, Denver, CO 80220",81,52,71
2089,"2206 17th Ave S #B, Seattle, WA 98144",86,73,76
2090,"188 W Saint James St #10605, San Jose, CA 95110",86,69,90
2091,"36 Herkimer Rd, Scarsdale, NY 10583",65,0,0
2092,"1475 Graham Dr, Camano Island, WA 98282",0,0,0
2093,"57 Hallock Ln, Rocky Point, NY 11778",3,0,0
2094,"4619 Pennsylvania St, Denver, CO 80216",50,40,84
2095,"10309 NE 73rd St, Vancouver, WA 98662",22,29,0
2096,"1625 Larimer St APT 706, Denver, CO 80202",94,90,91
2097,"Residence 1 Plan, Asana",0,0,0
2098,"2602 S Monroe St, Denver, CO 80210",69,48,76
2099,"444 E 86th St APT 29C, New York, NY 10028",98,100,77
2100,"76 Rancho Dr UNIT D, San Jose, CA 95111",63,54,66
2101,"Holland Plan, Spring Creek Crossing",0,0,0
2102,"7104 Stonegate Dr, Odessa, TX 79765",15,0,31
2103,"57 Maple Ave, Oakfield, NY 14125",29,0,36
2104,"2352 Lee Ave, Escondido, CA 92027",31,32,37
2105,"1440 Saint Paul St, Denver, CO 80206",86,55,96
2106,"416 S Guadalupe St, Lockhart, TX 78644",56,0,46
2107,"110 Roundtable Dr #4, San Jose, CA 95111",45,38,50
2108,"101 6th Ave, Sibley, IA 51249",35,0,48
2109,"10238 66th Ave S, Seattle, WA 98178",42,44,14
2110,"4103 Beebe Cir, San Jose, CA 95135",44,28,52
2111,"1857 S Pennsylvania St, Denver, CO 80210",83,60,67
2112,"5303 112th Pl NE, Marysville, WA 98271",6,28,39
2113,"200 W Nebraska St, Lenox, IA 50851",32,0,42
2114,"4-04 140th Ave, Indianola, IA 50125",7,0,21
2115,"13858 Gunwale Dr, Corpus Christi, TX 78418",8,0,0
2116,"1217 Wilbur Ave, San Diego, CA 92109",78,39,64
2117,"258 Neptune Ave, Encinitas, CA 92024",58,0,0
2118,"4601 Orleans St, Denver, CO 80249",4,34,60
2119,"1533 Sheridan Ave, Escondido, CA 92027",14,25,5
2120,"3647 Cabernet Vineyards Cir, San Jose, CA 95117",38,38,61
2121,"5051 Zuni St, Denver, CO 80221",55,40,80
2122,"876 Buchser Way, San Jose, CA 95125",75,49,80
2123,"24905 67th Ave E, Graham, WA 98338",1,0,23
2124,"1441 9th Ave UNIT 2002, San Diego, CA 92101",91,77,52
2125,"18650 Caminito Cantilena UNIT 288, San Diego, CA 92128",5,0,23
2126,"102 Center St, Decorah, IA 52101",61,0,66
2127,"206 El Bosque Dr #206, San Jose, CA 95134",0,0,0
2128,"4019 204th St, Flushing, NY 11361",81,68,54
2129,"Bryant Plan, Waterford Pointe",0,0,0
2130,"2900 Golden Meadow Ave, Mesquite, TX 75181",3,0,15
2131,"1650 Canal Dr, Bay City, TX 77414",0,0,23
2132,"5272 Brick Schoolhouse Rd, North Rose, NY 14516",0,0,0
2133,"3104 W Cora Ave, Spokane, WA 99205",57,34,58
2134,"745 N Vulcan Ave, Encinitas, CA 92024",67,0,0
2135,"2500 S York St APT 409, Denver, CO 80210",63,32,79
2136,"1673 County Road 3230, Quitman, TX 75783",0,0,17
2137,"1504-1530 Alum Rock Ave, San Jose, CA 95116",72,52,67
2138,"2025 Abbe St, San Diego, CA 92111",69,41,56
2139,"2940 Pontiac St, Denver, CO 80207",83,48,87
2140,"6514 Sheridan Ave, Des Moines, IA 50322",50,25,44
2141,"208 8th St SW, Dayton, IA 50530",26,0,16
2142,"28762 Rolling Rock Rd, Escondido, CA 92026",0,0,0
2143,"2838 Strang Blvd, Yorktown Heights, NY 10598",10,0,10
2144,"11607 7th Ave SE, Everett, WA 98208",23,38,0
2145,"1426 Ranier Dr, Iowa City, IA 52246",24,0,76
2146,"9906 Day Rd, Hammondsport, NY 14840",5,0,9
2147,"542 Madison Ave, Albany, NY 12208",85,64,0
2148,"9219 Olathe St, Houston, TX 77055",73,36,57
2149,"220 Shore Rd, Seaford, NY 11783",13,0,0
2150,"2204 State Highway 26, Lansing, IA 52151",43,0,51
2151,"8917 Nelson Way, Escondido, CA 92026",2,0,0
2152,"5786 La Jolla Mesa Dr, La Jolla, CA 92037",13,24,9
2153,"7490 Mill Ave, Concrete, WA 98237",38,0,29
2154,"511 181st Street Ct E, Spanaway, WA 98387",20,0,31
2155,"7323 Estrella De Mar Rd #39, Carlsbad, CA 92009",40,26,37
